"mmsi","basedatetime","lat","lon","sog","cog","heading","vesselname","imo","callsign","vesseltype","status","length","width","draft","cargo","transceiverclass"
8,"2020-01-26 22:07:43",47.55397,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:09:13",47.55399,-122.65432,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:31:22",47.554,-122.65433,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:32:18",29.54309,-90.13028,0.2,280.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:10:20",48.6522,-123.44838,0,344.4,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-23 04:54:17",19.5785,-158.22156,5.2,193.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 20:12:20",48.6522,-123.44839,0,241.9,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 02:39:36",29.54265,-90.12945,0.2,328.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 22:10:22",47.55398,-122.65432,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 08:50:19",29.54173,-90.12958,0.1,189,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-15 06:12:31",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-15 06:13:35",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-21 20:19:30",48.65219,-123.44838,0,168.1,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:21:00",48.65217,-123.44839,0,115.2,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 18:09:38",47.54919,-122.64722,0.5,69,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 01:27:36",29.54266,-90.12957,0.1,265.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:13:30",48.6522,-123.44839,0,127.3,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-28 18:27:30",18.49855,-66.20086,20.3,96.5,80,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:27:48",47.55156,-122.63819,5.8,233.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:28:40",18.4983,-66.19424,19.7,91.9,80,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-26 22:11:33",47.55395,-122.65431,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 20:22:51",48.65218,-123.44838,0,146.7,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 02:42:36",29.54263,-90.12949,0.1,329.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:33:22",47.55398,-122.65433,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-23 04:57:20",19.57354,-158.22209,6,181.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 20:24:21",48.65218,-123.44838,0,301.7,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 05:04:46",47.54704,-122.64639,0.2,23,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 02:00:36",29.54264,-90.12946,0,252.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-15 06:14:18",29.54087,-90.12949,0,308.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-15 06:14:45",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-15 06:15:11",27.29216,-90.9678,0.1,220.3,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-17 02:35:42",47.55387,-122.65445,2.9,49.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:11:29",47.54937,-122.64679,0.5,57.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 18:12:02",18.45954,-66.09008,0.1,180.9,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:30:08",47.5504,-122.64345,5.8,253.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:05:55",47.54708,-122.64632,0.2,43.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:07:04",47.54709,-122.64625,0.1,53.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:15:55",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-11 09:59:43",27.2923,-90.96786,0.8,11,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-30 18:13:09",47.54954,-122.64643,0.7,48.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 20:26:00",48.65219,-123.44838,0,355.4,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-17 02:38:18",29.54311,-90.13027,0.1,5.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:38:32",47.55396,-122.65434,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:14:18",47.5497,-122.6462,0.7,41.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 18:15:01",18.4595,-66.09017,0.1,137,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-17 02:40:32",47.55396,-122.65433,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:30:59",18.49766,-66.18076,20.1,92.6,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:32:08",47.54981,-122.64689,2.2,276.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:17:05",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-15 06:18:06",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-11 10:02:45",27.29227,-90.96781,0.5,51.5,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-13 08:56:19",29.54171,-90.12959,0.2,222.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 22:13:04",47.55397,-122.65429,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 03:15:36",29.54264,-90.12947,0.1,327.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 02:45:37",29.54265,-90.12948,0.1,325.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 22:14:53",47.554,-122.65434,0.1,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:19:25",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-15 06:20:23",29.54088,-90.1295,0,315.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 03:45:38",29.54265,-90.12944,0,308.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 22:16:04",47.55405,-122.65434,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:08:15",47.5471,-122.64618,0.1,58.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:15:48",47.54986,-122.64585,0.7,62.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 08:59:18",29.54171,-90.12947,0.2,141.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:42:31",47.55395,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:44:01",47.55396,-122.65433,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:17:13",47.55401,-122.65433,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:18:32",47.55396,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 20:27:22",48.65219,-123.44839,0,156.4,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-28 18:33:09",18.49717,-66.16833,19.4,94,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:33:38",47.55005,-122.64816,2,283.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:18:09",47.55012,-122.64532,0.6,44.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 20:29:00",48.65219,-123.44839,0,173.5,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:30:01",48.6522,-123.44839,0,355.4,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 18:19:19",47.55028,-122.64507,0.7,53.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:20:35",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-15 06:21:36",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-26 05:09:24",47.54711,-122.64611,0.1,66.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:22:45",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-21 20:31:11",48.6522,-123.44839,0,202.3,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 05:10:36",47.54712,-122.64603,0.1,66.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 02:48:36",29.54264,-90.12948,0,327.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:45:21",47.55396,-122.65431,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 18:34:59",47.54976,-122.64911,2.1,213,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:35:09",18.49583,-66.157,20.5,110,98,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-10 03:18:37",29.54265,-90.12949,0,328.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 03:48:36",29.54264,-90.12946,0,317.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 18:36:19",47.54943,-122.64997,2.1,269.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:36:30",18.49305,-66.14978,19.4,114.2,103,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
11,"2020-01-11 10:05:42",27.29217,-90.96794,0.2,359.8,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-10 02:51:40",29.54265,-90.12947,0.1,315.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:46:32",47.55397,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:47:41",47.55397,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 09:02:18",29.54172,-90.12961,0.2,195.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 02:12:38",29.54265,-90.12946,0,279,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-23 05:02:54",19.56453,-158.22304,6,173.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-28 18:37:59",18.489,-66.1425,19.5,126,114,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
11,"2020-01-13 09:02:56",27.2922,-90.96776,0,178.6,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-10 02:54:36",29.54263,-90.12946,0.1,317,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-15 06:24:05",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-15 06:25:07",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-23 05:04:25",19.56204,-158.2233,6.5,184.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-23 05:05:26",19.56043,-158.22348,5.6,187.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-11 10:10:45",29.55867,-90.13393,0,323.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-13 09:05:18",29.54172,-90.12946,0.2,139.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:49:02",47.55396,-122.65433,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:50:18",29.54313,-90.13029,0.2,13.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-30 18:21:59",47.5505,-122.6443,0.8,62.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:23:09",47.55064,-122.64399,0.8,51.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:50:32",47.55396,-122.65434,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:52:21",47.55398,-122.65435,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-23 05:06:57",19.55794,-158.22374,6.1,187.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-10 02:15:38",29.54264,-90.12946,0,274.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:34:31",48.65221,-123.44839,0,77.6,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 05:12:24",47.54715,-122.64591,0.2,77.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:19:42",47.55399,-122.65429,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:14:15",47.54715,-122.6458,0.1,91.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:21:42",47.55398,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:53:19",29.543,-90.13029,0.1,177.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 18:39:09",47.54981,-122.65224,1.7,209.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:39:59",18.48167,-66.13367,20,143,130,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 20:36:00",48.65222,-123.44839,0,272.8,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:55:32",47.55397,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:56:18",29.54307,-90.13031,0.1,325.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-23 05:08:29",19.55552,-158.22395,5.8,193.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 20:59:31",48.65136,-123.44731,0,32.8,343,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 21:00:11",48.65137,-123.44731,0,177.4,342,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 03:21:38",29.54263,-90.12946,0,320.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:57:32",47.55397,-122.65433,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:15:55",47.54713,-122.6457,0.1,102.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:22:53",47.55399,-122.65425,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:24:42",47.55398,-122.65424,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 18:40:58",47.54954,-122.65072,2.5,115.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:41:00",18.47686,-66.13078,18.9,154.4,144,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-15 06:28:15",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-15 06:29:25",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-13 09:08:19",29.5417,-90.12958,0.1,273.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 18:42:58",47.54908,-122.64867,2.8,86.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:44:10",18.46514,-66.12565,9.9,138.4,130,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-30 18:24:01",18.4595,-66.09,0,134,267,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 18:25:29",47.5509,-122.64328,0.8,64.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 21:01:22",48.65136,-123.44731,0,120.7,343,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:58:43",47.55396,-122.65433,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:59:19",29.54311,-90.13029,0.3,330.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:59:53",47.55396,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 03:00:02",47.55396,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 03:54:37",29.54266,-90.12947,0,303.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-30 18:27:02",18.45953,-66.09008,0,93.2,267,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-17 03:01:12",47.55393,-122.6543,0.1,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:30:35",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-30 18:27:39",47.55033,-122.64258,1.6,147.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-11 10:19:45",29.55863,-90.13394,0,293.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 21:02:30",48.65136,-123.44731,0,328.8,344,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 05:17:04",47.54724,-122.64561,0.6,12.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 03:57:36",29.54265,-90.12949,0,291.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 04:21:36",29.54265,-90.1295,0.3,99.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 18:45:09",47.54945,-122.64621,2.9,80.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:45:29",18.46233,-66.1235,8.3,146,132,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 20:38:31",48.65218,-123.44781,1,83.6,85,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:39:34",48.65218,-123.44771,1,168.7,347,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 22:27:23",47.55397,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 09:14:19",29.54174,-90.12956,0.2,263.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-15 06:31:45",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
11,"2020-01-15 06:33:12",27.29226,-90.96787,0,228.1,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-26 05:18:15",47.54737,-122.64555,0.2,9.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:19:45",47.54745,-122.64551,0.1,25.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:29:29",47.54995,-122.64191,0.8,86.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:30:39",47.55005,-122.64153,0.8,61.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:34:55",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
8,"2020-01-26 22:30:03",47.55398,-122.65426,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 04:00:36",29.54265,-90.1295,0.1,268,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 03:02:22",47.55395,-122.65432,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-11 10:22:45",29.558651,-90.13395,0,278.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-15 06:35:19",29.54085,-90.12951,0.2,197,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-28 18:47:00",18.45984,-66.12104,8.2,137.7,121,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:47:39",47.54987,-122.64334,2.9,79,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-10 04:24:20",47.55391,-122.65416,0.1,3.2,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-10 04:24:38",29.54267,-90.12959,0.2,291.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 05:20:56",47.54749,-122.64546,0.1,46.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 03:30:36",29.54264,-90.12945,0,304,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-30 18:31:49",47.5502,-122.64122,0.8,49.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:31:12",47.55399,-122.65427,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:22:15",47.54751,-122.6454,0.1,46.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-15 06:38:15",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
12,"2020-01-15 06:38:18",29.54085,-90.12958,0,179,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-30 18:33:01",18.45953,-66.09008,0,173.9,267,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 21:03:42",48.65136,-123.4473,0,38,342,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:42:30",48.65204,-123.44766,0,18.2,344,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 18:35:18",47.55066,-122.64001,1.1,69.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 18:36:01",18.4595,-66.09,0.1,168,267,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-17 03:03:23",47.55396,-122.65433,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 03:04:32",47.55396,-122.65435,0,80,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:48:29",18.45783,-66.11833,8.1,117,103,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:49:09",47.55006,-122.64156,2.9,82.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:50:00",18.4569,-66.11488,8,91.9,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
